1.ID,2.Annotation,3.Chromsome,4.Start,5.End,6.Strand,7.GC,8.Identity,9.z_score,10.SCI,11.tblastx_score,12.polyA_RNAseq_MAX,13.small_RNAseq_SUM,14.small_RNAseq_MAX,15.Array_totalRNA_MAX,16.Array_polyA_MAX,17.Array_nonpolyA_MAX,18.histone_mark_only_clusters
bins_24107,exon_CCDS,chr1,6192044,6192122,+,0.734177215189873,81.01,-0.61,0.58,0.61227,0.897907,0,0,154.1375,152.175,101.0625,no_match
bins_51078,three_prime_UTR,chr1,11996009,11996082,+,0.405405405405405,69.74,-0.20,0.42,0.173502,3.151805,0,0,381.2375,958.7875,73.3125,no_match
bins_192654,exon_CCDS,chr1,43545798,43545849,+,0.557692307692308,84.91,-0.46,0.91,0.454599,0.223900,0,0,394.15625,699.65625,197.34375,no_match
bins_223636,ancestral_repeat,chr1,49574614,49574734,+,0.388429752066116,53.96,-3.48,0.38,0.452187,0,0,0,0,0,0,no_match
bins_519883,ancestral_repeat,chr1,109634513,109634610,+,0.459183673469388,54.90,-0.52,0.52,0.278689,0.000205,0,0,441.833333333333,82.5555555555556,105.833333333333,no_match
bins_13152976,three_prime_UTR,chr1,97958406,97958513,-,0.416666666666667,67.24,-0.23,0.39,0.391136,0.060817,0,0,87.8703703703704,73.6481481481482,126.092592592593,no_match
bins_13219645,ancestral_repeat,chr1,112523695,112523826,-,0.393939393939394,69.92,-0.27,0.36,0.441934,0.003374,0,0,58.5588235294118,135.176470588235,95.5294117647059,no_match
bins_13397881,exon_CCDS,chr1,171819253,171819329,-,0.337662337662338,62.96,-0.11,0.24,0.468551,0,0,0,142.538461538462,75.4230769230769,59.4038461538462,no_match
bins_538204,ancestral_repeat,chr1,112527154,112527294,+,0.460992907801418,61.38,-2.21,0.46,0.397524,0.025228,0,0,0,0,0,no_match
bins_13259448,ancestral_repeat,chr1,120167541,120167668,-,0.265625,50.00,-1.20,0.17,0.178,0,0,0,79.8541666666667,84.0416666666667,50.9375,no_match
bins_15023,exon_CCDS,chr1,3659119,3659253,+,0.651851851851852,54.86,0.02,0.35,0.353627,0,0,0,516.9,645.166666666667,242.15,no_match
bins_472492,ancestral_repeat,chr1,98124894,98124996,+,0.388349514563107,59.05,-0.03,0.18,0,0,0,0,0,0,0,no_match
bins_432692,ancestral_repeat,chr1,90023425,90023542,+,0.347457627118644,57.98,-2.10,0.33,0,0.002809,0,0,0,0,0,no_match
bins_13082522,ancestral_repeat,chr1,84054627,84054745,-,0.336134453781513,56.34,1.21,0.34,0.376287,0.024162,0,0,0,0,0,no_match
bins_646799,three_prime_UTR,chr1,158325228,158325338,+,0.522522522522523,34.97,-0.83,0.18,0,0.058378,0,0,20.6296296296296,78.1018518518518,55.712962962963,no_match
bins_12718891,three_prime_UTR,chr1,9086877,9087007,-,0.580152671755725,55.64,-0.18,0.53,0.274982,0.301591,0,0,260.596774193548,459.596774193548,79.3870967741936,no_match
bins_43519,three_prime_UTR,chr1,10613164,10613233,+,0.557142857142857,42.20,0.61,0.14,0.383886,1.764627,0,0,567.710526315789,1805.93421052632,199.565789473684,no_match
bins_13680004,three_prime_UTR,chr1,233340541,233340616,-,0.447368421052632,56.25,0.13,0.19,0,10.701700,1.371,15.577,2440.05,9552.4,2777.75,no_match
bins_111117,three_prime_UTR,chr1,26477626,26477746,+,0.545454545454545,74.40,-0.78,0.47,0.544355,2.865594,0,0,1760.04411764706,2070.85294117647,536.088235294118,no_match
bins_905963,ancestral_repeat,chr1,209830599,209830680,+,0.341463414634146,43.88,-2.30,0.18,0,0,0,0,0,0,0,no_match
bins_13149968,exon_CCDS,chr1,97472981,97473128,-,0.486486486486487,85.81,-1.99,0.73,1.16537,0.550307,0,0,642.823529411765,844.441176470588,246.632352941176,no_match
bins_12819051,exon_CCDS,chr1,33403654,33403780,-,0.606299212598425,88.98,-0.54,0.75,0.99011,0.414786,0,0,245.072580645161,178.58064516129,89.4193548387097,no_match
bins_1008555,three_prime_UTR,chr1,236063621,236063748,+,0.34375,81.25,-1.26,0.48,0.909538,0.481502,0,0,64.8448275862069,111.594827586207,39.0344827586207,no_match
bins_981132,five_prime_UTR,chr1,226466865,226466987,+,0.691056910569106,91.06,0.16,0.86,1.07731,0.161667,0,0,504.3,602.3,226.65,no_match
bins_133584,exon_CCDS,chr1,32408882,32408959,+,0.474358974358974,93.59,-0.07,0.84,0.687039,0.807434,0,0,926.285714285714,2332.59523809524,743.97619047619,no_match
bins_304927,three_prime_UTR,chr1,64417225,64417327,+,0.388349514563107,57.94,-1.11,0.59,0.476355,0.455551,0,0,86.7321428571429,291.946428571429,59.4821428571429,no_match
bins_12908164,ancestral_repeat,chr1,50407663,50407811,-,0.369127516778524,51.68,1.36,0.34,0.677245,0,0,0,0,0,0,no_match
bins_68372,ancestral_repeat,chr1,16800727,16800849,+,0.495934959349593,61.27,-0.80,0.29,0.324792,0.359851,0,0,0,0,0,no_match
bins_616620,exon_CCDS,chr1,151500509,151500567,+,0.745762711864407,77.97,0.58,0.41,0,0.000997,0,0,0,0,0,no_match
bins_147789,ancestral_repeat,chr1,34865003,34865131,+,0.426356589147287,51.16,-0.50,0.33,0,0.006300,0,0,0,0,0,no_match
bins_104177,exon_CCDS,chr1,24850493,24850607,+,0.556521739130435,97.39,-0.82,0.91,0.886128,1.468941,0,0,3648.87096774194,6283.76612903226,1442.02419354839,no_match
bins_13297964,ancestral_repeat,chr1,151486513,151486580,-,0.5,26.98,-1.46,0.12,0,0.019027,0,0,0,0,0,no_match
bins_972525,ancestral_repeat,chr1,223976163,223976249,+,0.471264367816092,64.04,-0.57,0.42,0.302936,0.075330,0,0,0,0,0,no_match
bins_584129,ncRNA_3019,chr1,142233062,142233203,+,0.316901408450704,71.83,-0.64,0.42,0.90213,0.017787,0,0,6099.3485,1318.15925,880.70175,no_match
bins_590245,exon_CCDS,chr1,144151948,144152069,+,0.483606557377049,79.51,-0.96,0.55,0.964659,11.297491,0.854,36.722,10675.9666666667,16551.3333333333,9428.81666666667,no_match
bins_97978,exon_CCDS,chr1,23278594,23278727,+,0.522388059701492,78.36,-0.50,0.79,1.08984,4.130089,0,0,1101.70161290323,3442.14516129032,410.975806451613,no_match
bins_13201601,three_prime_UTR,chr1,109657393,109657524,-,0.416666666666667,79.55,1.20,0.37,0.554368,1.509074,0,0,1914.15833333333,2549.80833333333,1278.55,no_match
bins_12766118,ancestral_repeat,chr1,20472685,20472783,-,0.525252525252525,20.16,5.13,-0.00,0,0.004597,0,0,0,0,0,no_match
bins_1048829,exon_CCDS,chr1,246719081,246719206,+,0.507936507936508,84.13,-0.81,0.60,0.927137,0.124824,0,0,535.566666666667,275.995833333333,417.539583333333,no_match
bins_413495,ancestral_repeat,chr1,86518714,86518842,+,0.395348837209302,26.12,0.12,-0.00,0,0.006718,0,0,0,0,0,no_match
bins_13364901,three_prime_UTR,chr1,165092492,165092629,-,0.304347826086957,63.77,-0.39,0.20,0.490826,0.722966,0,0,152.558823529412,345.727941176471,39.8382352941176,no_match
bins_505068,ancestral_repeat,chr1,106833797,106833945,+,0.416107382550336,48.00,-0.21,0.32,0,0,0,0,0,0,0,no_match
bins_173893,exon_CCDS,chr1,39723778,39723922,+,0.56551724137931,88.97,0.37,0.83,0.944138,4.759506,0,0,6028.80263157895,4335.02631578947,780.697368421053,no_match
bins_13311775,exon_CCDS,chr1,154547008,154547109,-,0.549019607843137,90.20,-0.65,0.78,0.931264,17.887758,0,0,4976.21739130435,12219.1086956522,1768.83695652174,no_match
bins_935181,ancestral_repeat,chr1,215558405,215558548,+,0.361111111111111,57.05,-0.18,0.53,0.315513,0,0,0,0,0,0,no_match
bins_149231,ncRNA_3019,chr1,35089516,35089606,+,0.417582417582418,32.63,0.44,-0.00,0,0.188664,0,0,288.125,182.25,60.375,no_match
bins_986842,exon_CCDS,chr1,228981339,228981485,+,0.578231292517007,84.35,-0.52,0.76,1.35151,0.190530,0,0,93.0571428571429,188.4,132.042857142857,no_match
bins_859495,five_prime_UTR,chr1,201711553,201711627,+,0.586666666666667,85.53,-1.90,0.74,0.422074,6.888092,0,0,519.605263157895,2019.36842105263,921.197368421053,no_match
bins_12795070,ancestral_repeat,chr1,27031722,27031792,-,0.492957746478873,50.70,0.15,0.02,0.175542,0.162261,0,0,274.75,105.107142857143,98.1785714285714,no_match
bins_12694094,ancestral_repeat,chr1,3277403,3277533,-,0.480916030534351,66.00,6.60,0.19,0.439394,0.062990,0,0,0,0,0,no_match
bins_13651124,ancestral_repeat,chr1,223046016,223046130,-,0.434782608695652,54.29,-1.47,0.33,0.44207,0,0,0,0,0,0,no_match
bins_13169187,three_prime_UTR,chr1,101112013,101112068,-,0.357142857142857,52.44,-1.94,0.23,0.484363,1.478301,0,0,594.8125,856.34375,293.15625,no_match
bins_12955162,exon_CCDS,chr1,59020879,59020987,-,0.73394495412844,88.99,0.92,0.62,0.969772,33.466708,0,0,2600.59259259259,7353.40740740741,1613.16666666667,no_match
bins_432378,exon_CCDS,chr1,89952893,89952969,+,0.324675324675325,92.21,0.79,0.78,0.665871,0.306679,0,0,1035.725,589.6125,171.4125,no_match
bins_616670,ancestral_repeat,chr1,151523764,151523902,+,0.316546762589928,60.00,0.77,0.32,0.483333,0,0,0,0,0,0,no_match
bins_414538,exon_CCDS,chr1,86724863,86725007,+,0.531034482758621,75.86,1.01,0.76,1.18112,0,0,0,96.2727272727273,99.5606060606061,103.878787878788,no_match
bins_12928297,ancestral_repeat,chr1,54902714,54902851,-,0.601449275362319,49.29,-1.13,0.37,0.383445,0.085902,0,0,0,0,0,no_match
bins_195322,three_prime_UTR,chr1,43943390,43943514,+,0.512,69.92,-0.55,0.69,0.592105,1.871703,0,0,118.705357142857,359.589285714286,112.491071428571,no_match
bins_13078841,ancestral_repeat,chr1,83556549,83556624,-,0.276315789473684,61.25,0.19,0.12,0,0.031712,0,0,0,0,0,no_match
bins_878272,three_prime_UTR,chr1,204828019,204828106,+,0.636363636363636,71.59,-1.13,0.35,0.629976,1.754952,0,0,692.931818181818,2368.45454545455,269.784090909091,no_match
bins_744255,exon_CCDS,chr1,176693944,176694052,+,0.522935779816514,88.07,-0.13,0.42,0.9254,0.484310,0,0,93.0833333333333,1413.55555555556,638.435185185185,no_match
bins_753921,exon_CCDS,chr1,179047151,179047267,+,0.384615384615385,89.74,-1.38,0.94,0.971696,0.371623,0.891,10.865,839.096153846154,1207.42307692308,476.971153846154,no_match
bins_4355,exon_CCDS,chr1,1541731,1541824,+,0.638297872340426,59.83,0.17,0.48,0.362694,1.188799,0,0,682.166666666667,759.5625,218.895833333333,no_match
bins_13674737,five_prime_UTR,chr1,231454784,231454891,-,0.37962962962963,75.00,-0.19,0.59,0.893333,0.137616,0,0,41.4473684210526,366.447368421053,287.973684210526,no_match
bins_959065,ancestral_repeat,chr1,220561149,220561281,+,0.300751879699248,72.59,-0.75,0.22,0.55104,0,0,0,0,0,0,no_match
bins_12998930,ancestral_repeat,chr1,66716589,66716727,-,0.37410071942446,31.51,-0.75,0.27,0,0,0,0,60.74,33.26,38.34,no_match
bins_13320142,exon_CCDS,chr1,156886258,156886382,-,0.464,75.20,-0.84,0.60,0.890957,0.315766,0,0,1060.45833333333,890.775,384.658333333333,no_match
bins_13228705,three_prime_UTR,chr1,114434498,114434577,-,0.35,70.00,-0.99,0.38,0.342857,0.164618,0,0,35.6,5.35,25.0625,no_match
bins_561950,ancestral_repeat,chr1,117167710,117167847,+,0.340579710144928,72.30,0.63,0.36,0.42047,0,0,0,0,0,0,no_match
bins_13451905,three_prime_UTR,chr1,181862043,181862164,-,0.39344262295082,64.39,1.22,0.43,0.507843,9.613626,0.854,7.179,657.069444444444,6620.625,385.079861111111,no_match
bins_267676,ancestral_repeat,chr1,58113743,58113890,+,0.445945945945946,64.00,-0.61,0.44,0.517188,0.004800,0,0,0,0,0,no_match
bins_540768,three_prime_UTR,chr1,113015069,113015182,+,0.289473684210526,76.92,0.53,0.48,0.341914,10.372083,0,0,3553.9402173913,7382.14673913043,2190.50282608696,no_match
bins_12830236,ancestral_repeat,chr1,35006926,35007074,-,0.375838926174497,66.67,-1.22,0.61,0.434978,0.020768,0,0,0,0,0,no_match
bins_13576058,ancestral_repeat,chr1,207490909,207491032,-,0.443548387096774,80.65,-0.80,0.68,0.553007,0,0,0,38.4305555555556,64.7222222222222,85.7638888888889,no_match
bins_12818918,three_prime_UTR,chr1,33384524,33384665,-,0.563380281690141,56.08,-1.95,0.40,0.386947,0.827022,0,0,169.893939393939,170.166666666667,71.969696969697,no_match
bins_13308979,exon_CCDS,chr1,153915811,153915938,-,0.5078125,79.69,1.93,0.71,0.978793,1.063942,0,0,2674.80813953488,3161.52325581395,786.883720930233,no_match
bins_862487,three_prime_UTR,chr1,202363342,202363473,+,0.295454545454545,71.43,-0.57,0.37,0.771385,1.225141,0,0,110.181034482759,580.068965517241,109.543103448276,no_match
bins_987558,exon_CCDS,chr1,229181462,229181542,+,0.679012345679012,62.96,0.59,0.31,0.438374,2.330528,0,0,547.2,3120.4625,684.7125,no_match
bins_689460,exon_CCDS,chr1,166223355,166223475,+,0.388429752066116,92.56,0.86,0.79,1.1236,0.777821,0,0,3323.02828571429,4796.58171428571,1486.26771428571,no_match
bins_13157852,ancestral_repeat,chr1,98662199,98662278,-,0.375,66.29,-2.78,0.34,0.300196,0,0,0,0,0,0,no_match
bins_12697271,ancestral_repeat,chr1,3984617,3984740,-,0.411290322580645,40.67,0.30,0.23,0,0,0,0,0,0,0,no_match
bins_13288473,exon_CCDS,chr1,149371637,149371725,-,0.707865168539326,80.90,0.37,0.76,0.572311,1.015730,0,0,102.470588235294,224.529411764706,61.5882352941176,no_match
bins_84101,exon_CCDS,chr1,20390390,20390483,+,0.542553191489362,76.60,0.27,0.61,0.802872,1.293611,0,0,371.979166666667,185.166666666667,223.458333333333,no_match
bins_104274,three_prime_UTR,chr1,24872120,24872249,+,0.392307692307692,70.77,-0.61,0.50,0.436626,6.256723,0.802,85.865,927.698717948718,1060.51923076923,141.314102564103,no_match
bins_217052,exon_CCDS,chr1,48480792,48480916,+,0.656,57.48,-1.18,0.51,0.363605,0.109939,0,0,129.833333333333,362.9,63.2666666666667,no_match
bins_12761297,exon_CCDS,chr1,19295590,19295736,-,0.503401360544218,89.12,0.83,0.89,1.09179,1.873059,0,0,2873,3212.41176470588,752.904411764706,no_match
bins_13125958,exon_CCDS,chr1,92504551,92504683,-,0.270676691729323,81.20,0.42,0.55,1.05172,0.178455,0,0,344.552083333333,131.3125,87.1979166666667,no_match
bins_13355382,ancestral_repeat,chr1,163272844,163272953,-,0.363636363636364,37.58,-0.76,0.12,0,0,0,0,0,0,0,no_match
bins_368999,ancestral_repeat,chr1,78852012,78852156,+,0.310344827586207,50.00,0.54,0.40,0,0,0,0,0,0,0,no_match
bins_13226748,three_prime_UTR,chr1,114109352,114109444,-,0.301075268817204,67.74,-0.54,0.37,0.563921,0.171577,1.121,150.951,269.02380952381,294.285714285714,375.690476190476,no_match
bins_532780,exon_CCDS,chr1,111803680,111803784,+,0.447619047619048,82.86,-1.46,0.83,0.958243,22.320822,0,0,4060.80147058824,9955.3,3020.26470588235,no_match
bins_224011,ancestral_repeat,chr1,49664928,49664988,+,0.327868852459016,78.69,-1.72,0.25,0.2351,0,0,0,0,0,0,no_match
bins_604411,exon_CCDS,chr1,148547194,148547298,+,0.561904761904762,87.62,-1.19,0.66,0.906186,12.342079,0,0,2267.515625,7454.9765625,577.890625,no_match
bins_12887320,exon_CCDS,chr1,46517432,46517548,-,0.547008547008547,78.81,-0.31,0.81,0.874255,1.710794,0,0,929.694444444444,1824.98148148148,444.407407407407,no_match
bins_12809201,exon_CCDS,chr1,30960634,30960721,-,0.556818181818182,87.50,-0.37,0.84,0.771429,0.071528,0,0,50.6521739130435,178.434782608696,130.478260869565,no_match
bins_13232453,ancestral_repeat,chr1,115369651,115369789,-,0.352517985611511,54.36,-0.79,0.41,0.347682,0,0,0,0,0,0,no_match
bins_12921424,exon_CCDS,chr1,53748240,53748331,-,0.652173913043478,67.39,-0.68,0.38,0.62769,0.161550,0,0,273.489130434783,542.130434782609,265.70652173913,no_match
bins_644487,exon_CCDS,chr1,158045611,158045670,+,0.666666666666667,53.33,-0.53,0.43,0,0.061866,0,0,117.0703125,102.453125,106.5234375,no_match
bins_13428856,three_prime_UTR,chr1,177335576,177335686,-,0.477477477477477,50.45,0.92,-0.00,0.602577,1.188896,0,0,323.333333333333,1771.61111111111,520.342592592593,no_match
bins_264391,ancestral_repeat,chr1,57671203,57671337,+,0.251851851851852,31.85,4.97,-0.00,0,0.016855,0,0,0,0,0,no_match
bins_522406,three_prime_UTR,chr1,110005002,110005144,+,0.41958041958042,37.76,0.15,0.37,0.476695,0.251689,0,0,716.676470588235,83.7647058823529,77.6617647058823,no_match
bins_477232,ancestral_repeat,chr1,98891922,98892021,+,0.42,62.96,-0.57,0.34,0.3669,0,0,0,0,0,0,no_match
bins_1012792,ancestral_repeat,chr1,237629229,237629353,+,0.272,38.69,-0.61,0.11,0,0.042573,0,0,0,0,0,no_match
bins_13571487,ancestral_repeat,chr1,206790442,206790530,-,0.280898876404494,44.94,2.38,-0.00,0.340454,0,0,0,66.5192307692308,98.4807692307692,146.692307692308,no_match
bins_13552237,exon_CCDS,chr1,203539342,203539438,-,0.628865979381443,87.63,0.08,0.65,0.728061,0.473619,0,0,93.5625,196.239583333333,200.760416666667,no_match
bins_13269229,exon_CCDS,chr1,143642772,143642879,-,0.490740740740741,89.81,-1.70,0.76,0.909698,0.734832,0,0,738.87037037037,619.351851851852,232.092592592593,no_match
bins_12751698,exon_CCDS,chr1,17281604,17281741,-,0.557971014492754,85.61,0.29,0.78,1.21481,0.080989,0,0,140.137096774194,14.9516129032258,23.0967741935484,no_match
bins_13467724,exon_CCDS,chr1,184592118,184592220,-,0.446601941747573,75.70,0.17,0.43,0.727873,2.594506,0,0,6790.55769230769,6990.30769230769,1532.48076923077,no_match
bins_436371,ancestral_repeat,chr1,90689359,90689462,+,0.288461538461538,41.55,0.41,0.04,0.257521,0,0,0,0,0,0,no_match
bins_13345388,ancestral_repeat,chr1,161736448,161736588,-,0.319148936170213,67.61,1.01,0.28,0.489573,0,0,0,0,0,0,no_match
bins_1029787,exon_CCDS,chr1,241500109,241500230,+,0.459016393442623,64.75,-0.36,0.60,0.625483,0.730946,0,0,984.419642857143,1060.46428571429,364.892857142857,no_match
bins_347074,ancestral_repeat,chr1,74011465,74011592,+,0.3046875,68.22,-1.53,0.49,0.391381,0,0,0,0,0,0,no_match
bins_12863574,ancestral_repeat,chr1,41552042,41552122,-,0.530864197530864,43.08,-1.53,0.52,0.631383,0.074906,0,0,0,0,0,no_match
bins_610832,ancestral_repeat,chr1,150179081,150179181,+,0.346534653465347,65.35,-0.71,0.50,0.381025,0.019369,0,0,0,0,0,no_match
bins_12707475,three_prime_UTR,chr1,6573775,6573862,-,0.613636363636364,34.44,-1.18,0.06,0,2.407035,0,0,482.345238095238,1376.17857142857,378.77380952381,no_match
bins_13086573,ancestral_repeat,chr1,84825425,84825535,-,0.423423423423423,57.66,-0.00,0.34,0.416233,0.029694,0,0,50.1481481481481,56.7037037037037,50.4814814814815,no_match
bins_13200208,five_prime_UTR,chr1,109385992,109386128,-,0.788321167883212,76.09,0.13,0.67,0.237876,0.243414,0,0,1676.56730769231,2001.72115384615,3210.90384615385,no_match
bins_13236489,ancestral_repeat,chr1,115960979,115961076,-,0.438775510204082,59.29,-0.37,0.21,0.450329,0.007827,0,0,0,0,0,no_match
bins_13195067,exon_CCDS,chr1,108093604,108093749,-,0.335616438356164,86.30,0.41,0.81,1.32097,0.090202,0,0,58.7,86.2583333333333,69.15,no_match
bins_410128,three_prime_UTR,chr1,85821773,85821841,+,0.391304347826087,83.56,-0.66,0.47,0.402106,17.937462,0,0,86.1666666666667,6254.16111111111,338.902777777778,no_match
bins_658601,three_prime_UTR,chr1,160759920,160760034,+,0.31304347826087,70.16,-0.03,0.28,0.329247,0.918634,0,0,1201.32954545455,1639.11363636364,896.590909090909,no_match
bins_624585,exon_CCDS,chr1,153227588,153227679,+,0.576086956521739,81.52,-1.05,0.75,0.816977,3.566675,0,0,1117.5,2109.82608695652,529.217391304348,no_match
bins_12686523,exon_CCDS,chr1,1725760,1725882,-,0.544715447154472,91.87,1.14,0.95,1.13203,12.231531,0,0,4353.63333333333,12182.825,2841.525,no_match
bins_13727543,exon_CCDS,chr1,245081182,245081325,-,0.375,80.56,0.94,0.59,1.11966,1.109216,0,0,2996.80303030303,2101.09848484848,898.734848484848,no_match
bins_193595,exon_CCDS,chr1,43681122,43681253,+,0.659090909090909,82.58,0.49,0.79,1.11407,1.076947,0,0,1234.5,1098.40322580645,589.395161290323,no_match
bins_13293685,three_prime_UTR,chr1,150451664,150451806,-,0.384615384615385,51.05,0.58,0.16,0.613124,0.050293,0,0,113.71875,105.8515625,50.6328125,no_match
bins_13683193,three_prime_UTR,chr1,234206279,234206414,-,0.338235294117647,59.86,-2.04,0.34,0,2.082897,0,0,1338.12037037037,3352.12037037037,531.194444444444,no_match
bins_12768628,exon_CCDS,chr1,20916516,20916627,-,0.6875,77.68,-0.77,0.49,0.792997,0.029258,0,0,53.5925925925926,55.9351851851852,99.6203703703704,no_match
bins_8576,three_prime_UTR,chr1,2511346,2511477,+,0.598484848484849,43.33,-1.77,0.33,0.406185,1.603336,0,0,1320.36206896552,1825.08620689655,282.48275862069,no_match
bins_348648,ancestral_repeat,chr1,74387814,74387956,+,0.265734265734266,66.89,-1.93,0.46,0.461952,0,0,0,0,0,0,no_match
bins_12686453,five_prime_UTR,chr1,1699572,1699638,-,0.746268656716418,73.13,1.75,0.64,0.359634,3.149028,0,0,815.555555555556,561.222222222222,305.944444444444,no_match
bins_13289807,exon_CCDS,chr1,149647194,149647338,-,0.510344827586207,87.59,-0.17,0.84,1.44994,1.493638,0,0,2060.3125,2191.38392857143,610.8125,9;12;
bins_627366,exon_CCDS,chr1,153847622,153847713,+,0.510869565217391,70.87,-0.29,0.40,0.771836,0.916018,0,0,2261.72636363636,1852.24954545455,315.818181818182,no_match
bins_527566,exon_CCDS,chr1,110684630,110684754,+,0.496,87.20,-1.29,0.83,1.09977,0.897668,0,0,6446.6935483871,3901.26612903226,2189.78225806452,no_match
bins_1027625,ancestral_repeat,chr1,240971529,240971584,+,0.357142857142857,51.67,-0.59,0.22,0,0,0,0,0,0,0,no_match
bins_13591894,three_prime_UTR,chr1,211093535,211093635,-,0.485148514851485,49.50,-1.40,0.53,0.474747,0.098531,0,0,73.64,72.86,64.28,no_match
bins_795051,ancestral_repeat,chr1,186851147,186851295,+,0.36241610738255,41.33,-0.54,0.27,0.391967,0,0,0,0,0,0,no_match
bins_13378578,exon_CCDS,chr1,167776675,167776755,-,0.493827160493827,67.90,-0.48,0.64,0.486009,2.160198,0,0,95.2638888888889,5093.83333333333,1327.91666666667,no_match
bins_781383,ncRNA_3019,chr1,183794293,183794421,+,0.534883720930233,57.78,0.64,0.38,0.34441,0,0,0,0,0,0,no_match
bins_235944,ancestral_repeat,chr1,52834380,52834493,+,0.315789473684211,56.03,1.26,0.03,0.492593,0.007533,0,0,0,0,0,no_match
bins_345588,ancestral_repeat,chr1,73646939,73647074,+,0.360294117647059,51.45,-1.54,0.08,0,0,0,0,0,0,0,no_match
bins_12944672,five_prime_UTR,chr1,57529322,57529455,-,0.485074626865672,82.09,-1.01,0.72,0.638324,0.083936,0,0,68.640625,61.8125,49.171875,no_match
bins_717094,exon_CCDS,chr1,172109187,172109326,+,0.507142857142857,91.43,0.78,0.84,1.02373,0.221028,0,0,594.416666666667,467.265151515152,333.621212121212,no_match
bins_819695,ancestral_repeat,chr1,194549036,194549168,+,0.360902255639098,61.65,-0.79,0.24,0.412003,0,0,0,0,0,0,no_match
bins_12889717,exon_CCDS,chr1,46881501,46881598,-,0.469387755102041,93.88,-0.37,0.76,0.746698,1.048613,0,0,217.67,1008.37,286.31,no_match
bins_641963,exon_CCDS,chr1,157540442,157540582,+,0.397163120567376,70.14,0.51,0.50,0.866838,0.246047,0,0,105.984848484848,127.454545454545,105.924242424242,no_match
bins_12958905,ancestral_repeat,chr1,59593117,59593233,-,0.504273504273504,54.40,-0.97,0.21,0.373162,0.035623,0,0,0,0,0,no_match
bins_623665,ancestral_repeat,chr1,153091657,153091799,+,0.286713286713287,62.76,-1.61,0.53,0.272467,0.017008,0,0,0,0,0,no_match
bins_686850,three_prime_UTR,chr1,165660098,165660177,+,0.35,45.00,-0.28,0.20,0.604444,0.516275,0,0,699.302631578947,984.671052631579,380.065789473684,no_match
bins_220798,ancestral_repeat,chr1,49079097,49079231,+,0.340740740740741,48.94,0.07,0.20,0.226808,0,0,0,0,0,0,no_match
bins_13359920,exon_CCDS,chr1,163916318,163916392,-,0.506666666666667,82.67,-1.59,0.57,0.622959,0.800452,0,0,410.5,1151.3,265.15,no_match
bins_12741775,ancestral_repeat,chr1,14708712,14708850,-,0.467625899280576,32.86,-0.96,0.12,0,0.039565,0,0,0,0,0,no_match
bins_755275,exon_CCDS,chr1,179284877,179285011,+,0.592592592592593,88.89,0.04,0.65,1.25998,1.018274,0,0,587.98125,2134.64375,285.01875,no_match
bins_12725257,exon_CCDS,chr1,10636614,10636738,-,0.616,94.40,-0.02,0.89,1.13347,2.977351,0,0,197.383333333333,740.183333333333,213.533333333333,no_match
bins_13403567,ancestral_repeat,chr1,173398499,173398628,-,0.484615384615385,61.54,-0.12,0.52,0.516737,0.252492,0,0,311.741666666667,180.45,102.916666666667,no_match
bins_12804611,ancestral_repeat,chr1,29533773,29533868,-,0.40625,46.88,0.07,0.23,0.345563,0.032470,0,0,0,0,0,no_match
bins_39075,ancestral_repeat,chr1,9427080,9427149,+,0.3,54.29,3.05,-0.00,0.35734,0.008590,0,0,77.4791666666667,82.8958333333333,50.7291666666667,no_match
bins_13491510,exon_CCDS,chr1,191416722,191416831,-,0.363636363636364,87.27,-0.05,0.65,0.905237,0.497993,0,0,1658.27777777778,299.185185185185,331.592592592593,no_match
bins_333446,exon_CCDS,chr1,70662551,70662689,+,0.424460431654676,82.73,-0.15,0.67,1.08183,0.699305,0,0,1600.63461538462,2753.99038461538,834.432692307692,no_match
bins_59535,ancestral_repeat,chr1,14512152,14512256,+,0.285714285714286,50.45,-0.12,0.16,0,0.013013,0,0,0,0,0,no_match
bins_12782387,exon_CCDS,chr1,23996119,23996235,-,0.564102564102564,79.49,-1.00,0.77,1.08567,3.125988,0,0,264.053571428571,1269.42857142857,70.3214285714286,no_match
bins_911363,exon_CCDS,chr1,211369481,211369598,+,0.389830508474576,79.66,-0.39,0.61,0.784584,0.842357,0,0,4216.99107142857,1560.26785714286,1338.15178571429,no_match
bins_65860,exon_CCDS,chr1,16134977,16135054,+,0.653846153846154,80.77,1.01,0.32,0.5299,2.160936,0,0,1539.22727272727,3305.45454545455,866.113636363636,no_match
bins_227051,three_prime_UTR,chr1,50441852,50441953,+,0.303921568627451,97.06,1.11,0.71,0.78096,0.046386,0,0,24.859375,30.484375,158,no_match
bins_15032,exon_CCDS,chr1,3661823,3661970,+,0.567567567567568,51.68,0.01,0.60,0.286378,0.023216,0,0,243.676470588235,184.779411764706,92.5,no_match
bins_554004,ancestral_repeat,chr1,115765502,115765647,+,0.349315068493151,50.34,-1.05,0.34,0,0,0,0,0,0,0,no_match
bins_13171784,ancestral_repeat,chr1,101619405,101619525,-,0.31404958677686,46.56,-0.73,0.09,0.29854,0.036790,0,0,0,0,0,no_match
bins_454261,ancestral_repeat,chr1,94941075,94941187,+,0.31858407079646,50.00,-0.47,-0.00,0.186,0.014342,0,0,0,0,0,no_match
